Record Index,Status,JumpTo,Cycle,Step,Cur(mA),Voltage(V),CapaCity(mAh),Energy(Wh),Relative Time(h:min:s.ms),Absolute Time
16350,CC_Chg,27,57,227,0.0540,0.0895,0.1800,0.0000128,3:20:00.000,05/24/2019 09:26:55
16351,CC_Chg,27,57,227,0.0540,0.0902,0.1950,0.0000142,3:36:40.000,05/24/2019 09:43:35
16352,CC_Chg,27,57,227,0.0540,0.0911,0.2100,0.0000155,3:53:20.000,05/24/2019 10:00:15
16353,CC_Chg,27,57,227,0.0540,0.0917,0.2250,0.0000169,4:10:00.000,05/24/2019 10:16:55
16354,CC_Chg,27,57,227,0.0540,0.0920,0.2400,0.0000183,4:26:40.000,05/24/2019 10:33:35
16355,CC_Chg,27,57,227,0.0540,0.0923,0.2550,0.0000197,4:43:20.000,05/24/2019 10:50:15
16356,CC_Chg,27,57,227,0.0540,0.0930,0.2700,0.0000211,5:00:00.000,05/24/2019 11:06:55
16357,CC_Chg,27,57,227,0.0540,0.0933,0.2850,0.0000225,5:16:40.000,05/24/2019 11:23:35
16358,CC_Chg,27,57,227,0.0540,0.0936,0.3000,0.0000239,5:33:20.000,05/24/2019 11:40:15
16359,CC_Chg,27,57,227,0.0540,0.0936,0.3150,0.0000253,5:50:00.000,05/24/2019 11:56:55
16360,CC_Chg,27,57,227,0.0540,0.0939,0.3300,0.0000267,6:06:40.000,05/24/2019 12:13:35
16361,CC_Chg,27,57,227,0.0540,0.0942,0.3450,0.0000281,6:23:20.000,05/24/2019 12:30:15
16362,CC_Chg,27,57,227,0.0540,0.0945,0.3600,0.0000295,6:40:00.000,05/24/2019 12:46:55
16363,CC_Chg,27,57,227,0.0540,0.0945,0.3750,0.0000309,6:56:40.000,05/24/2019 13:03:35
16364,CC_Chg,27,57,227,0.0540,0.0948,0.3900,0.0000323,7:13:20.000,05/24/2019 13:20:15
16365,CC_Chg,27,57,227,0.0540,0.0948,0.4050,0.0000338,7:30:00.000,05/24/2019 13:36:55
16366,CC_Chg,27,57,227,0.0540,0.0951,0.4200,0.0000352,7:46:40.000,05/24/2019 13:53:35
16367,CC_Chg,27,57,227,0.0540,0.0954,0.4350,0.0000366,8:03:20.000,05/24/2019 14:10:15
16368,CC_Chg,27,57,227,0.0540,0.0954,0.4500,0.0000380,8:20:00.000,05/24/2019 14:26:55
16369,CC_Chg,27,57,227,0.0540,0.0957,0.4650,0.0000395,8:36:40.000,05/24/2019 14:43:35
16370,CC_Chg,27,57,227,0.0540,0.0957,0.4800,0.0000409,8:53:20.000,05/24/2019 15:00:15
16371,CC_Chg,27,57,227,0.0540,0.0957,0.4950,0.0000423,9:10:00.000,05/24/2019 15:16:55
16372,CC_Chg,27,57,227,0.0540,0.0961,0.5100,0.0000438,9:26:40.000,05/24/2019 15:33:35
16373,CC_Chg,27,57,227,0.0540,0.0964,0.5250,0.0000452,9:43:20.000,05/24/2019 15:50:15
16374,CC_Chg,27,57,227,0.0540,0.0961,0.5400,0.0000467,10:00:00.000,05/24/2019 16:06:55
16375,CC_Chg,27,57,227,0.0540,0.0964,0.5550,0.0000481,10:16:40.000,05/24/2019 16:23:35
16376,CC_Chg,27,57,227,0.0540,0.0967,0.5700,0.0000496,10:33:20.000,05/24/2019 16:40:15
16377,CC_Chg,27,57,227,0.0540,0.0967,0.5850,0.0000510,10:50:00.000,05/24/2019 16:56:55
16378,CC_Chg,27,57,227,0.0540,0.0970,0.6000,0.0000525,11:06:40.000,05/24/2019 17:13:35
16379,CC_Chg,27,57,227,0.0540,0.0973,0.6150,0.0000539,11:23:20.000,05/24/2019 17:30:15
16380,CC_Chg,27,57,227,0.0540,0.0973,0.6300,0.0000554,11:40:00.000,05/24/2019 17:46:55
16381,CC_Chg,27,57,227,0.0540,0.0976,0.6450,0.0000568,11:56:40.000,05/24/2019 18:03:35
16382,CC_Chg,27,57,227,0.0540,0.0982,0.6600,0.0000583,12:13:20.000,05/24/2019 18:20:15
16383,CC_Chg,27,57,227,0.0540,0.0982,0.6750,0.0000598,12:30:00.000,05/24/2019 18:36:55
16384,CC_Chg,27,57,227,0.0540,0.0988,0.6900,0.0000613,12:46:40.000,05/24/2019 18:53:35
16385,CC_Chg,27,57,227,0.0540,0.0992,0.7050,0.0000627,13:03:20.000,05/24/2019 19:10:15
16386,CC_Chg,27,57,227,0.0540,0.0995,0.7200,0.0000642,13:20:00.000,05/24/2019 19:26:55
16387,CC_Chg,27,57,227,0.0540,0.1001,0.7350,0.0000657,13:36:40.000,05/24/2019 19:43:35
16388,CC_Chg,27,57,227,0.0540,0.1007,0.7500,0.0000672,13:53:20.000,05/24/2019 20:00:15
16389,CC_Chg,27,57,227,0.0540,0.1016,0.7650,0.0000688,14:10:00.000,05/24/2019 20:16:55
16390,CC_Chg,27,57,227,0.0540,0.1019,0.7800,0.0000703,14:26:40.000,05/24/2019 20:33:35
16391,CC_Chg,27,57,227,0.0540,0.1029,0.7950,0.0000718,14:43:20.000,05/24/2019 20:50:15
16392,CC_Chg,27,57,227,0.0540,0.1044,0.8100,0.0000734,15:00:00.000,05/24/2019 21:06:55
16393,CC_Chg,27,57,227,0.0540,0.1057,0.8250,0.0000749,15:16:40.000,05/24/2019 21:23:35
16394,CC_Chg,27,57,227,0.0540,0.1072,0.8400,0.0000765,15:33:20.000,05/24/2019 21:40:15
16395,CC_Chg,27,57,227,0.0540,0.1091,0.8550,0.0000782,15:50:00.000,05/24/2019 21:56:55
16396,CC_Chg,27,57,227,0.0540,0.1112,0.8700,0.0000798,16:06:40.000,05/24/2019 22:13:35
16397,CC_Chg,27,57,227,0.0540,0.1131,0.8850,0.0000815,16:23:20.000,05/24/2019 22:30:15
16398,CC_Chg,27,57,227,0.0540,0.1159,0.9000,0.0000832,16:40:00.000,05/24/2019 22:46:55
16399,CC_Chg,27,57,227,0.0540,0.1181,0.9150,0.0000850,16:56:40.000,05/24/2019 23:03:35
16400,CC_Chg,27,57,227,0.0540,0.1202,0.9300,0.0000868,17:13:20.000,05/24/2019 23:20:15
16401,CC_Chg,27,57,227,0.0540,0.1227,0.9450,0.0000886,17:30:00.000,05/24/2019 23:36:55
16402,CC_Chg,27,57,227,0.0539,0.1249,0.9600,0.0000904,17:46:40.000,05/24/2019 23:53:35
16403,CC_Chg,27,57,227,0.0540,0.1264,0.9750,0.0000923,18:03:20.000,05/25/2019 00:10:15
16404,CC_Chg,27,57,227,0.0540,0.1280,0.9900,0.0000942,18:20:00.000,05/25/2019 00:26:55
16405,CC_Chg,27,57,227,0.0540,0.1295,1.0050,0.0000962,18:36:40.000,05/25/2019 00:43:35
16406,CC_Chg,27,57,227,0.0540,0.1311,1.0200,0.0000981,18:53:20.000,05/25/2019 01:00:15
16407,CC_Chg,27,57,227,0.0540,0.1320,1.0350,0.0001001,19:10:00.000,05/25/2019 01:16:55
16408,CC_Chg,27,57,227,0.0540,0.1329,1.0500,0.0001021,19:26:40.000,05/25/2019 01:33:35
16409,CC_Chg,27,57,227,0.0540,0.1336,1.0650,0.0001041,19:43:20.000,05/25/2019 01:50:15
16410,CC_Chg,27,57,227,0.0540,0.1342,1.0800,0.0001061,20:00:00.000,05/25/2019 02:06:55
16411,CC_Chg,27,57,227,0.0540,0.1348,1.0950,0.0001081,20:16:40.000,05/25/2019 02:23:35
16412,CC_Chg,27,57,227,0.0540,0.1351,1.1100,0.0001101,20:33:20.000,05/25/2019 02:40:15
16413,CC_Chg,27,57,227,0.0540,0.1354,1.1250,0.0001122,20:50:00.000,05/25/2019 02:56:55
16414,CC_Chg,27,57,227,0.0540,0.1357,1.1400,0.0001142,21:06:40.000,05/25/2019 03:13:35
16415,CC_Chg,27,57,227,0.0540,0.1360,1.1550,0.0001162,21:23:20.000,05/25/2019 03:30:15
16416,CC_Chg,27,57,227,0.0540,0.1364,1.1700,0.0001183,21:40:00.000,05/25/2019 03:46:55
16417,CC_Chg,27,57,227,0.0540,0.1367,1.1850,0.0001203,21:56:40.000,05/25/2019 04:03:35
16418,CC_Chg,27,57,227,0.0540,0.1370,1.2000,0.0001224,22:13:20.000,05/25/2019 04:20:15
16419,CC_Chg,27,57,227,0.0540,0.1370,1.2150,0.0001244,22:30:00.000,05/25/2019 04:36:55
16420,CC_Chg,27,57,227,0.0540,0.1373,1.2300,0.0001265,22:46:40.000,05/25/2019 04:53:35
16421,CC_Chg,27,57,227,0.0540,0.1376,1.2450,0.0001285,23:03:20.000,05/25/2019 05:10:15
16422,CC_Chg,27,57,227,0.0540,0.1376,1.2600,0.0001306,23:20:00.000,05/25/2019 05:26:55
16423,CC_Chg,27,57,227,0.0540,0.1379,1.2750,0.0001327,23:36:40.000,05/25/2019 05:43:35
16424,CC_Chg,27,57,227,0.0540,0.1379,1.2900,0.0001347,23:53:20.000,05/25/2019 06:00:15
16425,CC_Chg,27,57,227,0.0540,0.1385,1.3050,0.0001368,24:10:00.000,05/25/2019 06:16:55
16426,CC_Chg,27,57,227,0.0540,0.1388,1.3200,0.0001389,24:26:40.000,05/25/2019 06:33:35
16427,CC_Chg,27,57,227,0.0540,0.1391,1.3350,0.0001410,24:43:20.000,05/25/2019 06:50:15
16428,CC_Chg,27,57,227,0.0540,0.1395,1.3500,0.0001431,25:00:00.000,05/25/2019 07:06:55
16429,CC_Chg,27,57,227,0.0540,0.1401,1.3650,0.0001452,25:16:40.000,05/25/2019 07:23:35
16430,CC_Chg,27,57,227,0.0540,0.1407,1.3800,0.0001473,25:33:20.000,05/25/2019 07:40:15
16431,CC_Chg,27,57,227,0.0540,0.1416,1.3950,0.0001494,25:50:00.000,05/25/2019 07:56:55
16432,CC_Chg,27,57,227,0.0540,0.1426,1.4100,0.0001515,26:06:40.000,05/25/2019 08:13:35
16433,CC_Chg,27,57,227,0.0540,0.1438,1.4250,0.0001537,26:23:20.000,05/25/2019 08:30:15
16434,CC_Chg,27,57,227,0.0540,0.1450,1.4400,0.0001558,26:40:00.000,05/25/2019 08:46:55
16435,CC_Chg,27,57,227,0.0540,0.1469,1.4550,0.0001580,26:56:40.000,05/25/2019 09:03:35
16436,CC_Chg,27,57,227,0.0540,0.1484,1.4700,0.0001602,27:13:20.000,05/25/2019 09:20:15
16437,CC_Chg,27,57,227,0.0540,0.1497,1.4850,0.0001625,27:30:00.000,05/25/2019 09:36:55
16438,CC_Chg,27,57,227,0.0540,0.1515,1.5000,0.0001647,27:46:40.000,05/25/2019 09:53:35
16439,CC_Chg,27,57,227,0.0540,0.1531,1.5150,0.0001670,28:03:20.000,05/25/2019 10:10:15
16440,CC_Chg,27,57,227,0.0540,0.1553,1.5300,0.0001693,28:20:00.000,05/25/2019 10:26:55
16441,CC_Chg,27,57,227,0.0540,0.1574,1.5450,0.0001717,28:36:40.000,05/25/2019 10:43:35
16442,CC_Chg,27,57,227,0.0540,0.1596,1.5600,0.0001740,28:53:20.000,05/25/2019 11:00:15
16443,CC_Chg,27,57,227,0.0540,0.1621,1.5750,0.0001764,29:10:00.000,05/25/2019 11:16:55
16444,CC_Chg,27,57,227,0.0540,0.1643,1.5900,0.0001789,29:26:40.000,05/25/2019 11:33:35
16445,CC_Chg,27,57,227,0.0540,0.1667,1.6050,0.0001814,29:43:20.000,05/25/2019 11:50:15
16446,CC_Chg,27,57,227,0.0540,0.1686,1.6200,0.0001839,30:00:00.000,05/25/2019 12:06:55
16447,CC_Chg,27,57,227,0.0540,0.1711,1.6350,0.0001865,30:16:40.000,05/25/2019 12:23:35
16448,CC_Chg,27,57,227,0.0540,0.1733,1.6500,0.0001890,30:33:20.000,05/25/2019 12:40:15
16449,CC_Chg,27,57,227,0.0540,0.1757,1.6650,0.0001916,30:50:00.000,05/25/2019 12:56:55
16450,CC_Chg,27,57,227,0.0540,0.1785,1.6800,0.0001943,31:06:40.000,05/25/2019 13:13:35
16451,CC_Chg,27,57,227,0.0540,0.1816,1.6950,0.0001970,31:23:20.000,05/25/2019 13:30:15
16452,CC_Chg,27,57,227,0.0540,0.1850,1.7100,0.0001998,31:40:00.000,05/25/2019 13:46:55
16453,CC_Chg,27,57,227,0.0540,0.1891,1.7250,0.0002026,31:56:40.000,05/25/2019 14:03:35
16454,CC_Chg,27,57,227,0.0540,0.1928,1.7400,0.0002054,32:13:20.000,05/25/2019 14:20:15
16455,CC_Chg,27,57,227,0.0540,0.1971,1.7550,0.0002084,32:30:00.000,05/25/2019 14:36:55
16456,CC_Chg,27,57,227,0.0540,0.2015,1.7700,0.0002113,32:46:40.000,05/25/2019 14:53:35
16457,CC_Chg,27,57,227,0.0539,0.2061,1.7850,0.0002144,33:03:20.000,05/25/2019 15:10:15
16458,CC_Chg,27,57,227,0.0540,0.2123,1.8000,0.0002175,33:20:00.000,05/25/2019 15:26:55
16459,CC_Chg,27,57,227,0.0540,0.2185,1.8150,0.0002208,33:36:40.000,05/25/2019 15:43:35
16460,CC_Chg,27,57,227,0.0540,0.2219,1.8300,0.0002241,33:53:20.000,05/25/2019 16:00:15
16461,CC_Chg,27,57,227,0.0540,0.2238,1.8450,0.0002274,34:10:00.000,05/25/2019 16:16:55
16462,CC_Chg,27,57,227,0.0540,0.2256,1.8600,0.0002308,34:26:40.000,05/25/2019 16:33:35
16463,CC_Chg,27,57,227,0.0540,0.2272,1.8750,0.0002342,34:43:20.000,05/25/2019 16:50:15
16464,CC_Chg,27,57,227,0.0540,0.2291,1.8900,0.0002376,35:00:00.000,05/25/2019 17:06:55
16465,CC_Chg,27,57,227,0.0540,0.2315,1.9050,0.0002411,35:16:40.000,05/25/2019 17:23:35
16466,CC_Chg,27,57,227,0.0540,0.2349,1.9200,0.0002445,35:33:20.000,05/25/2019 17:40:15
16467,CC_Chg,27,57,227,0.0540,0.2399,1.9350,0.0002481,35:50:00.000,05/25/2019 17:56:55
16468,CC_Chg,27,57,227,0.0540,0.2498,1.9500,0.0002518,36:06:40.000,05/25/2019 18:13:35
16469,CC_Chg,27,57,227,0.0540,0.2697,1.9650,0.0002557,36:23:20.000,05/25/2019 18:30:15
16470,CC_Chg,27,57,227,0.0540,0.2976,1.9800,0.0002599,36:40:00.000,05/25/2019 18:46:55
16471,CC_Chg,27,57,227,0.0540,0.3304,1.9950,0.0002646,36:56:40.000,05/25/2019 19:03:35
16472,CC_Chg,27,57,227,0.0540,0.3692,2.0100,0.0002698,37:13:20.000,05/25/2019 19:20:15
16473,CC_Chg,27,57,227,0.0540,0.4151,2.0250,0.0002757,37:30:00.000,05/25/2019 19:36:55
16474,CC_Chg,27,57,227,0.0540,0.4709,2.0400,0.0002823,37:46:40.000,05/25/2019 19:53:35
16475,CC_Chg,27,57,227,0.0540,0.5425,2.0550,0.0002899,38:03:20.000,05/25/2019 20:10:15
16476,CC_Chg,27,57,227,0.0540,0.6401,2.0700,0.0002987,38:20:00.000,05/25/2019 20:26:55
16477,CC_Chg,27,57,227,0.0540,0.7995,2.0850,0.0003094,38:36:40.000,05/25/2019 20:43:35
16478,CC_Chg,27,57,227,0.0540,1.0667,2.1000,0.0003233,38:53:20.000,05/25/2019 21:00:15
16479,CC_Chg,27,57,227,0.0540,1.5001,2.1141,0.0003410,39:09:02.100,05/25/2019 21:15:57
16480,Rest,28,57,228,0.0000,1.4986,0.0000,0.0000000,0:00:00.000,05/25/2019 21:15:57
16481,Rest,28,57,228,0.0000,1.3126,0.0000,0.0000000,0:15:00.000,05/25/2019 21:30:57
16482,CC_DChg,30,58,229,-0.0540,1.3116,0.0000,0.0000000,0:00:00.000,05/25/2019 21:30:57
16483,CC_DChg,30,58,229,-0.0540,0.8804,0.0150,0.0000158,0:16:40.000,05/25/2019 21:47:37
16484,CC_DChg,30,58,229,-0.0540,0.6746,0.0300,0.0000273,0:33:20.000,05/25/2019 22:04:17
16485,CC_DChg,30,58,229,-0.0540,0.5626,0.0450,0.0000365,0:50:00.000,05/25/2019 22:20:57
16486,CC_DChg,30,58,229,-0.0540,0.4833,0.0600,0.0000443,1:06:40.000,05/25/2019 22:37:37
16487,CC_DChg,30,58,229,-0.0540,0.4225,0.0750,0.0000511,1:23:20.000,05/25/2019 22:54:17
16488,CC_DChg,30,58,229,-0.0540,0.3735,0.0900,0.0000571,1:40:00.000,05/25/2019 23:10:57
16489,CC_DChg,30,58,229,-0.0540,0.3329,0.1050,0.0000623,1:56:40.000,05/25/2019 23:27:37
16490,CC_DChg,30,58,229,-0.0540,0.2982,0.1200,0.0000671,2:13:20.000,05/25/2019 23:44:17
16491,CC_DChg,30,58,229,-0.0540,0.2684,0.1350,0.0000713,2:30:00.000,05/26/2019 00:00:57
16492,CC_DChg,30,58,229,-0.0540,0.2427,0.1500,0.0000751,2:46:40.000,05/26/2019 00:17:37
16493,CC_DChg,30,58,229,-0.0540,0.2210,0.1650,0.0000786,3:03:20.000,05/26/2019 00:34:17
16494,CC_DChg,30,58,229,-0.0540,0.2092,0.1800,0.0000818,3:20:00.000,05/26/2019 00:50:57
16495,CC_DChg,30,58,229,-0.0540,0.2061,0.1950,0.0000849,3:36:40.000,05/26/2019 01:07:37
16496,CC_DChg,30,58,229,-0.0540,0.2049,0.2100,0.0000880,3:53:20.000,05/26/2019 01:24:17
16497,CC_DChg,30,58,229,-0.0540,0.2036,0.2250,0.0000911,4:10:00.000,05/26/2019 01:40:57
16498,CC_DChg,30,58,229,-0.0540,0.2015,0.2400,0.0000941,4:26:40.000,05/26/2019 01:57:37
16499,CC_DChg,30,58,229,-0.0540,0.1996,0.2550,0.0000971,4:43:20.000,05/26/2019 02:14:17
16500,CC_DChg,30,58,229,-0.0540,0.1968,0.2700,0.0001001,5:00:00.000,05/26/2019 02:30:57
16501,CC_DChg,30,58,229,-0.0540,0.1931,0.2850,0.0001030,5:16:40.000,05/26/2019 02:47:37
16502,CC_DChg,30,58,229,-0.0540,0.1888,0.3000,0.0001059,5:33:20.000,05/26/2019 03:04:17
16503,CC_DChg,30,58,229,-0.0540,0.1835,0.3150,0.0001087,5:50:00.000,05/26/2019 03:20:57
16504,CC_DChg,30,58,229,-0.0540,0.1782,0.3300,0.0001114,6:06:40.000,05/26/2019 03:37:37
16505,CC_DChg,30,58,229,-0.0540,0.1726,0.3450,0.0001140,6:23:20.000,05/26/2019 03:54:17
16506,CC_DChg,30,58,229,-0.0540,0.1674,0.3600,0.0001166,6:40:00.000,05/26/2019 04:10:57
16507,CC_DChg,30,58,229,-0.0540,0.1624,0.3750,0.0001190,6:56:40.000,05/26/2019 04:27:37
16508,CC_DChg,30,58,229,-0.0540,0.1571,0.3900,0.0001214,7:13:20.000,05/26/2019 04:44:17
16509,CC_DChg,30,58,229,-0.0540,0.1525,0.4050,0.0001238,7:30:00.000,05/26/2019 05:00:57
16510,CC_DChg,30,58,229,-0.0540,0.1488,0.4200,0.0001260,7:46:40.000,05/26/2019 05:17:37
16511,CC_DChg,30,58,229,-0.0540,0.1453,0.4350,0.0001282,8:03:20.000,05/26/2019 05:34:17
16512,CC_DChg,30,58,229,-0.0540,0.1422,0.4500,0.0001304,8:20:00.000,05/26/2019 05:50:57
16513,CC_DChg,30,58,229,-0.0540,0.1395,0.4650,0.0001325,8:36:40.000,05/26/2019 06:07:37
16514,CC_DChg,30,58,229,-0.0540,0.1357,0.4800,0.0001346,8:53:20.000,05/26/2019 06:24:17
16515,CC_DChg,30,58,229,-0.0540,0.1323,0.4950,0.0001366,9:10:00.000,05/26/2019 06:40:57
16516,CC_DChg,30,58,229,-0.0540,0.1286,0.5100,0.0001385,9:26:40.000,05/26/2019 06:57:37
16517,CC_DChg,30,58,229,-0.0540,0.1261,0.5250,0.0001404,9:43:20.000,05/26/2019 07:14:17
16518,CC_DChg,30,58,229,-0.0540,0.1240,0.5400,0.0001423,10:00:00.000,05/26/2019 07:30:57
16519,CC_DChg,30,58,229,-0.0540,0.1218,0.5550,0.0001442,10:16:40.000,05/26/2019 07:47:37
16520,CC_DChg,30,58,229,-0.0540,0.1205,0.5700,0.0001460,10:33:20.000,05/26/2019 08:04:17
16521,CC_DChg,30,58,229,-0.0540,0.1193,0.5850,0.0001478,10:50:00.000,05/26/2019 08:20:57
16522,CC_DChg,30,58,229,-0.0540,0.1187,0.6000,0.0001496,11:06:40.000,05/26/2019 08:37:37
16523,CC_DChg,30,58,229,-0.0540,0.1184,0.6150,0.0001513,11:23:20.000,05/26/2019 08:54:17
16524,CC_DChg,30,58,229,-0.0540,0.1178,0.6300,0.0001531,11:40:00.000,05/26/2019 09:10:57
16525,CC_DChg,30,58,229,-0.0540,0.1174,0.6450,0.0001549,11:56:40.000,05/26/2019 09:27:37
16526,CC_DChg,30,58,229,-0.0540,0.1171,0.6600,0.0001566,12:13:20.000,05/26/2019 09:44:17
16527,CC_DChg,30,58,229,-0.0540,0.1168,0.6750,0.0001584,12:30:00.000,05/26/2019 10:00:57
16528,CC_DChg,30,58,229,-0.0540,0.1165,0.6900,0.0001601,12:46:40.000,05/26/2019 10:17:37
16529,CC_DChg,30,58,229,-0.0540,0.1162,0.7050,0.0001619,13:03:20.000,05/26/2019 10:34:17
16530,CC_DChg,30,58,229,-0.0540,0.1159,0.7200,0.0001636,13:20:00.000,05/26/2019 10:50:57
16531,CC_DChg,30,58,229,-0.0540,0.1156,0.7350,0.0001654,13:36:40.000,05/26/2019 11:07:37
16532,CC_DChg,30,58,229,-0.0540,0.1153,0.7500,0.0001671,13:53:20.000,05/26/2019 11:24:17
16533,CC_DChg,30,58,229,-0.0540,0.1147,0.7650,0.0001688,14:10:00.000,05/26/2019 11:40:57
16534,CC_DChg,30,58,229,-0.0540,0.1143,0.7800,0.0001705,14:26:40.000,05/26/2019 11:57:37
16535,CC_DChg,30,58,229,-0.0540,0.1140,0.7950,0.0001722,14:43:20.000,05/26/2019 12:14:17
16536,CC_DChg,30,58,229,-0.0540,0.1137,0.8100,0.0001739,15:00:00.000,05/26/2019 12:30:57
16537,CC_DChg,30,58,229,-0.0540,0.1131,0.8250,0.0001756,15:16:40.000,05/26/2019 12:47:37
16538,CC_DChg,30,58,229,-0.0540,0.1131,0.8400,0.0001773,15:33:20.000,05/26/2019 13:04:17
16539,CC_DChg,30,58,229,-0.0540,0.1128,0.8550,0.0001790,15:50:00.000,05/26/2019 13:20:57
16540,CC_DChg,30,58,229,-0.0540,0.1122,0.8700,0.0001807,16:06:40.000,05/26/2019 13:37:37
16541,CC_DChg,30,58,229,-0.0540,0.1119,0.8850,0.0001824,16:23:20.000,05/26/2019 13:54:17
16542,CC_DChg,30,58,229,-0.0540,0.1116,0.9000,0.0001841,16:40:00.000,05/26/2019 14:10:57
16543,CC_DChg,30,58,229,-0.0540,0.1112,0.9150,0.0001857,16:56:40.000,05/26/2019 14:27:37
16544,CC_DChg,30,58,229,-0.0540,0.1106,0.9300,0.0001874,17:13:20.000,05/26/2019 14:44:17
16545,CC_DChg,30,58,229,-0.0540,0.1100,0.9450,0.0001891,17:30:00.000,05/26/2019 15:00:57
16546,CC_DChg,30,58,229,-0.0540,0.1097,0.9600,0.0001907,17:46:40.000,05/26/2019 15:17:37
16547,CC_DChg,30,58,229,-0.0540,0.1091,0.9750,0.0001923,18:03:20.000,05/26/2019 15:34:17
16548,CC_DChg,30,58,229,-0.0540,0.1085,0.9900,0.0001940,18:20:00.000,05/26/2019 15:50:57
16549,CC_DChg,30,58,229,-0.0540,0.1078,1.0050,0.0001956,18:36:40.000,05/26/2019 16:07:37
16550,CC_DChg,30,58,229,-0.0540,0.1072,1.0200,0.0001972,18:53:20.000,05/26/2019 16:24:17
16551,CC_DChg,30,58,229,-0.0540,0.1060,1.0350,0.0001988,19:10:00.000,05/26/2019 16:40:57
16552,CC_DChg,30,58,229,-0.0540,0.1050,1.0500,0.0002004,19:26:40.000,05/26/2019 16:57:37
16553,CC_DChg,30,58,229,-0.0540,0.1041,1.0650,0.0002020,19:43:20.000,05/26/2019 17:14:17
16554,CC_DChg,30,58,229,-0.0540,0.1029,1.0800,0.0002035,20:00:00.000,05/26/2019 17:30:57
16555,CC_DChg,30,58,229,-0.0540,0.1013,1.0950,0.0002050,20:16:40.000,05/26/2019 17:47:37
16556,CC_DChg,30,58,229,-0.0540,0.0998,1.1100,0.0002066,20:33:20.000,05/26/2019 18:04:17
16557,CC_DChg,30,58,229,-0.0540,0.0973,1.1250,0.0002080,20:50:00.000,05/26/2019 18:20:57
16558,CC_DChg,30,58,229,-0.0540,0.0948,1.1400,0.0002095,21:06:40.000,05/26/2019 18:37:37
16559,CC_DChg,30,58,229,-0.0540,0.0917,1.1550,0.0002109,21:23:20.000,05/26/2019 18:54:17
16560,CC_DChg,30,58,229,-0.0540,0.0883,1.1700,0.0002122,21:40:00.000,05/26/2019 19:10:57
16561,CC_DChg,30,58,229,-0.0540,0.0849,1.1850,0.0002135,21:56:40.000,05/26/2019 19:27:37
16562,CC_DChg,30,58,229,-0.0540,0.0821,1.2000,0.0002148,22:13:20.000,05/26/2019 19:44:17
16563,CC_DChg,30,58,229,-0.0540,0.0809,1.2150,0.0002160,22:30:00.000,05/26/2019 20:00:57
16564,CC_DChg,30,58,229,-0.0540,0.0809,1.2300,0.0002172,22:46:40.000,05/26/2019 20:17:37
16565,CC_DChg,30,58,229,-0.0540,0.0809,1.2450,0.0002184,23:03:20.000,05/26/2019 20:34:17
16566,CC_DChg,30,58,229,-0.0540,0.0809,1.2600,0.0002196,23:20:00.000,05/26/2019 20:50:57
16567,CC_DChg,30,58,229,-0.0540,0.0812,1.2750,0.0002208,23:36:40.000,05/26/2019 21:07:37
16568,CC_DChg,30,58,229,-0.0540,0.0809,1.2900,0.0002221,23:53:20.000,05/26/2019 21:24:17
16569,CC_DChg,30,58,229,-0.0540,0.0809,1.3050,0.0002233,24:10:00.000,05/26/2019 21:40:57
16570,CC_DChg,30,58,229,-0.0540,0.0812,1.3200,0.0002245,24:26:40.000,05/26/2019 21:57:37
16571,CC_DChg,30,58,229,-0.0540,0.0812,1.3350,0.0002257,24:43:20.000,05/26/2019 22:14:17
16572,CC_DChg,30,58,229,-0.0540,0.0809,1.3500,0.0002269,25:00:00.000,05/26/2019 22:30:57
16573,CC_DChg,30,58,229,-0.0540,0.0809,1.3650,0.0002281,25:16:40.000,05/26/2019 22:47:37
16574,CC_DChg,30,58,229,-0.0540,0.0809,1.3800,0.0002294,25:33:20.000,05/26/2019 23:04:17
16575,CC_DChg,30,58,229,-0.0540,0.0809,1.3950,0.0002306,25:50:00.000,05/26/2019 23:20:57
16576,CC_DChg,30,58,229,-0.0540,0.0809,1.4100,0.0002318,26:06:40.000,05/26/2019 23:37:37
16577,CC_DChg,30,58,229,-0.0540,0.0809,1.4250,0.0002330,26:23:20.000,05/26/2019 23:54:17
16578,CC_DChg,30,58,229,-0.0540,0.0809,1.4400,0.0002342,26:40:00.000,05/27/2019 00:10:57
16579,CC_DChg,30,58,229,-0.0540,0.0809,1.4550,0.0002354,26:56:40.000,05/27/2019 00:27:37
16580,CC_DChg,30,58,229,-0.0540,0.0809,1.4700,0.0002366,27:13:20.000,05/27/2019 00:44:17
16581,CC_DChg,30,58,229,-0.0540,0.0806,1.4850,0.0002378,27:30:00.000,05/27/2019 01:00:57
16582,CC_DChg,30,58,229,-0.0540,0.0806,1.5000,0.0002390,27:46:40.000,05/27/2019 01:17:37
16583,CC_DChg,30,58,229,-0.0540,0.0806,1.5150,0.0002403,28:03:20.000,05/27/2019 01:34:17
16584,CC_DChg,30,58,229,-0.0540,0.0802,1.5300,0.0002415,28:20:00.000,05/27/2019 01:50:57
16585,CC_DChg,30,58,229,-0.0540,0.0802,1.5450,0.0002427,28:36:40.000,05/27/2019 02:07:37
16586,CC_DChg,30,58,229,-0.0540,0.0802,1.5600,0.0002439,28:53:20.000,05/27/2019 02:24:17
16587,CC_DChg,30,58,229,-0.0540,0.0799,1.5750,0.0002451,29:10:00.000,05/27/2019 02:40:57
