Record Index,Status,JumpTo,Cycle,Step,Cur(mA),Voltage(V),CapaCity(mAh),Energy(Wh),Relative Time(h:min:s.ms),Absolute Time
8231,CC_DChg,141,29,113,-0.0540,0.0762,1.8000,0.0002639,33:20:00.000,02/21/2019 00:40:36
8232,CC_DChg,141,29,113,-0.0540,0.0759,1.8150,0.0002651,33:36:40.000,02/21/2019 00:57:16
8233,CC_DChg,141,29,113,-0.0540,0.0756,1.8300,0.0002662,33:53:20.000,02/21/2019 01:13:56
8234,CC_DChg,141,29,113,-0.0540,0.0744,1.8450,0.0002673,34:10:00.000,02/21/2019 01:30:36
8235,CC_DChg,141,29,113,-0.0540,0.0740,1.8600,0.0002685,34:26:40.000,02/21/2019 01:47:16
8236,CC_DChg,141,29,113,-0.0540,0.0731,1.8750,0.0002696,34:43:20.000,02/21/2019 02:03:56
8237,CC_DChg,141,29,113,-0.0540,0.0722,1.8900,0.0002706,35:00:00.000,02/21/2019 02:20:36
8238,CC_DChg,141,29,113,-0.0540,0.0716,1.9050,0.0002717,35:16:40.000,02/21/2019 02:37:16
8239,CC_DChg,141,29,113,-0.0540,0.0703,1.9200,0.0002728,35:33:20.000,02/21/2019 02:53:56
8240,CC_DChg,141,29,113,-0.0540,0.0691,1.9350,0.0002738,35:50:00.000,02/21/2019 03:10:36
8241,CC_DChg,141,29,113,-0.0540,0.0678,1.9500,0.0002749,36:06:40.000,02/21/2019 03:27:16
8242,CC_DChg,141,29,113,-0.0540,0.0657,1.9650,0.0002759,36:23:20.000,02/21/2019 03:43:56
8243,CC_DChg,141,29,113,-0.0540,0.0638,1.9800,0.0002768,36:40:00.000,02/21/2019 04:00:36
8244,CC_DChg,141,29,113,-0.0540,0.0616,1.9950,0.0002778,36:56:40.000,02/21/2019 04:17:16
8245,CC_DChg,141,29,113,-0.0540,0.0585,2.0100,0.0002787,37:13:20.000,02/21/2019 04:33:56
8246,CC_DChg,141,29,113,-0.0540,0.0558,2.0250,0.0002795,37:30:00.000,02/21/2019 04:50:36
8247,CC_DChg,141,29,113,-0.0540,0.0520,2.0400,0.0002803,37:46:40.000,02/21/2019 05:07:16
8248,CC_DChg,141,29,113,-0.0540,0.0471,2.0550,0.0002811,38:03:20.000,02/21/2019 05:23:56
8249,CC_DChg,141,29,113,-0.0540,0.0412,2.0700,0.0002818,38:20:00.000,02/21/2019 05:40:36
8250,CC_DChg,141,29,113,-0.0540,0.0331,2.0850,0.0002823,38:36:40.000,02/21/2019 05:57:16
8251,CC_DChg,141,29,113,-0.0540,0.0229,2.1000,0.0002827,38:53:20.000,02/21/2019 06:13:56
8252,CC_DChg,141,29,113,-0.0540,0.0111,2.1150,0.0002830,39:10:00.000,02/21/2019 06:30:36
8253,CC_DChg,141,29,113,-0.0540,0.0099,2.1163,0.0002830,39:11:28.500,02/21/2019 06:32:05
8254,Rest,142,29,114,0.0000,0.0108,0.0000,0.0000000,0:00:00.000,02/21/2019 06:32:05
8255,Rest,142,29,114,0.0000,0.0170,0.0000,0.0000000,0:15:00.000,02/21/2019 06:47:05
8256,CC_Chg,143,29,115,0.0536,0.0173,0.0000,0.0000000,0:00:00.000,02/21/2019 06:47:05
8257,CC_Chg,143,29,115,0.0540,0.0378,0.0150,0.0000004,0:16:40.000,02/21/2019 07:03:45
8258,CC_Chg,143,29,115,0.0540,0.0505,0.0300,0.0000011,0:33:20.000,02/21/2019 07:20:25
8259,CC_Chg,143,29,115,0.0540,0.0613,0.0450,0.0000019,0:50:00.000,02/21/2019 07:37:05
8260,CC_Chg,143,29,115,0.0540,0.0691,0.0600,0.0000029,1:06:40.000,02/21/2019 07:53:45
8261,CC_Chg,143,29,115,0.0540,0.0747,0.0750,0.0000040,1:23:20.000,02/21/2019 08:10:25
8262,CC_Chg,143,29,115,0.0540,0.0790,0.0900,0.0000052,1:40:00.000,02/21/2019 08:27:05
8263,CC_Chg,143,29,115,0.0540,0.0818,0.1050,0.0000064,1:56:40.000,02/21/2019 08:43:45
8264,CC_Chg,143,29,115,0.0540,0.0846,0.1200,0.0000076,2:13:20.000,02/21/2019 09:00:25
8265,CC_Chg,143,29,115,0.0540,0.0861,0.1350,0.0000089,2:30:00.000,02/21/2019 09:17:05
8266,CC_Chg,143,29,115,0.0540,0.0874,0.1500,0.0000102,2:46:40.000,02/21/2019 09:33:45
8267,CC_Chg,143,29,115,0.0540,0.0886,0.1650,0.0000115,3:03:20.000,02/21/2019 09:50:25
8268,CC_Chg,143,29,115,0.0540,0.0895,0.1800,0.0000129,3:20:00.000,02/21/2019 10:07:05
8269,CC_Chg,143,29,115,0.0540,0.0902,0.1950,0.0000142,3:36:40.000,02/21/2019 10:23:45
8270,CC_Chg,143,29,115,0.0540,0.0911,0.2100,0.0000156,3:53:20.000,02/21/2019 10:40:25
8271,CC_Chg,143,29,115,0.0540,0.0914,0.2250,0.0000169,4:10:00.000,02/21/2019 10:57:05
8272,CC_Chg,143,29,115,0.0540,0.0920,0.2400,0.0000183,4:26:40.000,02/21/2019 11:13:45
8273,CC_Chg,143,29,115,0.0540,0.0923,0.2550,0.0000197,4:43:20.000,02/21/2019 11:30:25
8274,CC_Chg,143,29,115,0.0540,0.0926,0.2700,0.0000211,5:00:00.000,02/21/2019 11:47:05
8275,CC_Chg,143,29,115,0.0540,0.0930,0.2850,0.0000225,5:16:40.000,02/21/2019 12:03:45
8276,CC_Chg,143,29,115,0.0540,0.0933,0.3000,0.0000239,5:33:20.000,02/21/2019 12:20:25
8277,CC_Chg,143,29,115,0.0540,0.0936,0.3150,0.0000253,5:50:00.000,02/21/2019 12:37:05
8278,CC_Chg,143,29,115,0.0540,0.0939,0.3300,0.0000267,6:06:40.000,02/21/2019 12:53:45
8279,CC_Chg,143,29,115,0.0540,0.0939,0.3450,0.0000281,6:23:20.000,02/21/2019 13:10:25
8280,CC_Chg,143,29,115,0.0540,0.0942,0.3600,0.0000295,6:40:00.000,02/21/2019 13:27:05
8281,CC_Chg,143,29,115,0.0540,0.0945,0.3750,0.0000309,6:56:40.000,02/21/2019 13:43:45
8282,CC_Chg,143,29,115,0.0540,0.0945,0.3900,0.0000323,7:13:20.000,02/21/2019 14:00:25
8283,CC_Chg,143,29,115,0.0540,0.0948,0.4050,0.0000337,7:30:00.000,02/21/2019 14:17:05
8284,CC_Chg,143,29,115,0.0540,0.0948,0.4200,0.0000352,7:46:40.000,02/21/2019 14:33:45
8285,CC_Chg,143,29,115,0.0540,0.0951,0.4350,0.0000366,8:03:20.000,02/21/2019 14:50:25
8286,CC_Chg,143,29,115,0.0540,0.0951,0.4500,0.0000380,8:20:00.000,02/21/2019 15:07:05
8287,CC_Chg,143,29,115,0.0540,0.0954,0.4650,0.0000394,8:36:40.000,02/21/2019 15:23:45
8288,CC_Chg,143,29,115,0.0540,0.0954,0.4800,0.0000409,8:53:20.000,02/21/2019 15:40:25
8289,CC_Chg,143,29,115,0.0540,0.0957,0.4950,0.0000423,9:10:00.000,02/21/2019 15:57:05
8290,CC_Chg,143,29,115,0.0540,0.0957,0.5100,0.0000437,9:26:40.000,02/21/2019 16:13:45
8291,CC_Chg,143,29,115,0.0540,0.0961,0.5250,0.0000452,9:43:20.000,02/21/2019 16:30:25
8292,CC_Chg,143,29,115,0.0540,0.0961,0.5400,0.0000466,10:00:00.000,02/21/2019 16:47:05
8293,CC_Chg,143,29,115,0.0540,0.0964,0.5550,0.0000481,10:16:40.000,02/21/2019 17:03:45
8294,CC_Chg,143,29,115,0.0540,0.0964,0.5700,0.0000495,10:33:20.000,02/21/2019 17:20:25
8295,CC_Chg,143,29,115,0.0540,0.0967,0.5850,0.0000510,10:50:00.000,02/21/2019 17:37:05
8296,CC_Chg,143,29,115,0.0540,0.0967,0.6000,0.0000524,11:06:40.000,02/21/2019 17:53:45
8297,CC_Chg,143,29,115,0.0540,0.0970,0.6150,0.0000539,11:23:20.000,02/21/2019 18:10:25
8298,CC_Chg,143,29,115,0.0540,0.0973,0.6300,0.0000553,11:40:00.000,02/21/2019 18:27:05
8299,CC_Chg,143,29,115,0.0540,0.0973,0.6450,0.0000568,11:56:40.000,02/21/2019 18:43:45
8300,CC_Chg,143,29,115,0.0540,0.0976,0.6600,0.0000582,12:13:20.000,02/21/2019 19:00:25
8301,CC_Chg,143,29,115,0.0540,0.0979,0.6750,0.0000597,12:30:00.000,02/21/2019 19:17:05
8302,CC_Chg,143,29,115,0.0540,0.0982,0.6900,0.0000612,12:46:40.000,02/21/2019 19:33:45
8303,CC_Chg,143,29,115,0.0540,0.0988,0.7050,0.0000626,13:03:20.000,02/21/2019 19:50:25
8304,CC_Chg,143,29,115,0.0540,0.0992,0.7200,0.0000641,13:20:00.000,02/21/2019 20:07:05
8305,CC_Chg,143,29,115,0.0540,0.0995,0.7350,0.0000656,13:36:40.000,02/21/2019 20:23:45
8306,CC_Chg,143,29,115,0.0540,0.1001,0.7500,0.0000671,13:53:20.000,02/21/2019 20:40:25
8307,CC_Chg,143,29,115,0.0540,0.1007,0.7650,0.0000686,14:10:00.000,02/21/2019 20:57:05
8308,CC_Chg,143,29,115,0.0540,0.1013,0.7800,0.0000701,14:26:40.000,02/21/2019 21:13:45
8309,CC_Chg,143,29,115,0.0540,0.1023,0.7950,0.0000717,14:43:20.000,02/21/2019 21:30:25
8310,CC_Chg,143,29,115,0.0540,0.1032,0.8100,0.0000732,15:00:00.000,02/21/2019 21:47:05
8311,CC_Chg,143,29,115,0.0540,0.1044,0.8250,0.0000748,15:16:40.000,02/21/2019 22:03:45
8312,CC_Chg,143,29,115,0.0540,0.1060,0.8400,0.0000763,15:33:20.000,02/21/2019 22:20:25
8313,CC_Chg,143,29,115,0.0540,0.1078,0.8550,0.0000779,15:50:00.000,02/21/2019 22:37:05
8314,CC_Chg,143,29,115,0.0540,0.1100,0.8700,0.0000796,16:06:40.000,02/21/2019 22:53:45
8315,CC_Chg,143,29,115,0.0540,0.1119,0.8850,0.0000812,16:23:20.000,02/21/2019 23:10:25
8316,CC_Chg,143,29,115,0.0540,0.1147,0.9000,0.0000829,16:40:00.000,02/21/2019 23:27:05
8317,CC_Chg,143,29,115,0.0540,0.1171,0.9150,0.0000847,16:56:40.000,02/21/2019 23:43:45
8318,CC_Chg,143,29,115,0.0540,0.1193,0.9300,0.0000864,17:13:20.000,02/22/2019 00:00:25
8319,CC_Chg,143,29,115,0.0540,0.1221,0.9450,0.0000883,17:30:00.000,02/22/2019 00:17:05
8320,CC_Chg,143,29,115,0.0540,0.1243,0.9600,0.0000901,17:46:40.000,02/22/2019 00:33:45
8321,CC_Chg,143,29,115,0.0540,0.1258,0.9750,0.0000920,18:03:20.000,02/22/2019 00:50:25
8322,CC_Chg,143,29,115,0.0540,0.1277,0.9900,0.0000939,18:20:00.000,02/22/2019 01:07:05
8323,CC_Chg,143,29,115,0.0540,0.1289,1.0050,0.0000958,18:36:40.000,02/22/2019 01:23:45
8324,CC_Chg,143,29,115,0.0540,0.1305,1.0200,0.0000977,18:53:20.000,02/22/2019 01:40:25
8325,CC_Chg,143,29,115,0.0540,0.1314,1.0350,0.0000997,19:10:00.000,02/22/2019 01:57:05
8326,CC_Chg,143,29,115,0.0540,0.1323,1.0500,0.0001017,19:26:40.000,02/22/2019 02:13:45
8327,CC_Chg,143,29,115,0.0540,0.1333,1.0650,0.0001037,19:43:20.000,02/22/2019 02:30:25
8328,CC_Chg,143,29,115,0.0540,0.1336,1.0800,0.0001057,20:00:00.000,02/22/2019 02:47:05
8329,CC_Chg,143,29,115,0.0540,0.1342,1.0950,0.0001077,20:16:40.000,02/22/2019 03:03:45
8330,CC_Chg,143,29,115,0.0540,0.1348,1.1100,0.0001097,20:33:20.000,02/22/2019 03:20:25
8331,CC_Chg,143,29,115,0.0540,0.1348,1.1250,0.0001117,20:50:00.000,02/22/2019 03:37:05
8332,CC_Chg,143,29,115,0.0540,0.1354,1.1400,0.0001138,21:06:40.000,02/22/2019 03:53:45
8333,CC_Chg,143,29,115,0.0540,0.1357,1.1550,0.0001158,21:23:20.000,02/22/2019 04:10:25
8334,CC_Chg,143,29,115,0.0540,0.1357,1.1700,0.0001178,21:40:00.000,02/22/2019 04:27:05
8335,CC_Chg,143,29,115,0.0540,0.1364,1.1850,0.0001199,21:56:40.000,02/22/2019 04:43:45
8336,CC_Chg,143,29,115,0.0540,0.1364,1.2000,0.0001219,22:13:20.000,02/22/2019 05:00:25
8337,CC_Chg,143,29,115,0.0540,0.1367,1.2150,0.0001240,22:30:00.000,02/22/2019 05:17:05
8338,CC_Chg,143,29,115,0.0540,0.1370,1.2300,0.0001260,22:46:40.000,02/22/2019 05:33:45
8339,CC_Chg,143,29,115,0.0540,0.1370,1.2450,0.0001281,23:03:20.000,02/22/2019 05:50:25
8340,CC_Chg,143,29,115,0.0540,0.1373,1.2600,0.0001301,23:20:00.000,02/22/2019 06:07:05
8341,CC_Chg,143,29,115,0.0540,0.1373,1.2750,0.0001322,23:36:40.000,02/22/2019 06:23:45
8342,CC_Chg,143,29,115,0.0540,0.1373,1.2900,0.0001342,23:53:20.000,02/22/2019 06:40:25
8343,CC_Chg,143,29,115,0.0540,0.1379,1.3050,0.0001363,24:10:00.000,02/22/2019 06:57:05
8344,CC_Chg,143,29,115,0.0540,0.1379,1.3200,0.0001384,24:26:40.000,02/22/2019 07:13:45
8345,CC_Chg,143,29,115,0.0540,0.1385,1.3350,0.0001404,24:43:20.000,02/22/2019 07:30:25
8346,CC_Chg,143,29,115,0.0540,0.1388,1.3500,0.0001425,25:00:00.000,02/22/2019 07:47:05
8347,CC_Chg,143,29,115,0.0540,0.1391,1.3650,0.0001446,25:16:40.000,02/22/2019 08:03:45
8348,CC_Chg,143,29,115,0.0540,0.1395,1.3800,0.0001467,25:33:20.000,02/22/2019 08:20:25
8349,CC_Chg,143,29,115,0.0540,0.1401,1.3950,0.0001488,25:50:00.000,02/22/2019 08:37:05
8350,CC_Chg,143,29,115,0.0540,0.1407,1.4100,0.0001509,26:06:40.000,02/22/2019 08:53:45
8351,CC_Chg,143,29,115,0.0540,0.1419,1.4250,0.0001530,26:23:20.000,02/22/2019 09:10:25
8352,CC_Chg,143,29,115,0.0540,0.1429,1.4400,0.0001551,26:40:00.000,02/22/2019 09:27:05
8353,CC_Chg,143,29,115,0.0540,0.1441,1.4550,0.0001573,26:56:40.000,02/22/2019 09:43:45
8354,CC_Chg,143,29,115,0.0540,0.1453,1.4700,0.0001595,27:13:20.000,02/22/2019 10:00:25
8355,CC_Chg,143,29,115,0.0540,0.1472,1.4850,0.0001617,27:30:00.000,02/22/2019 10:17:05
8356,CC_Chg,143,29,115,0.0540,0.1488,1.5000,0.0001639,27:46:40.000,02/22/2019 10:33:45
8357,CC_Chg,143,29,115,0.0540,0.1506,1.5150,0.0001661,28:03:20.000,02/22/2019 10:50:25
8358,CC_Chg,143,29,115,0.0540,0.1525,1.5300,0.0001684,28:20:00.000,02/22/2019 11:07:05
8359,CC_Chg,143,29,115,0.0540,0.1550,1.5450,0.0001707,28:36:40.000,02/22/2019 11:23:45
8360,CC_Chg,143,29,115,0.0540,0.1574,1.5600,0.0001731,28:53:20.000,02/22/2019 11:40:25
8361,CC_Chg,143,29,115,0.0540,0.1602,1.5750,0.0001754,29:10:00.000,02/22/2019 11:57:05
8362,CC_Chg,143,29,115,0.0540,0.1633,1.5900,0.0001779,29:26:40.000,02/22/2019 12:13:45
8363,CC_Chg,143,29,115,0.0540,0.1655,1.6050,0.0001803,29:43:20.000,02/22/2019 12:30:25
8364,CC_Chg,143,29,115,0.0540,0.1677,1.6200,0.0001828,30:00:00.000,02/22/2019 12:47:05
8365,CC_Chg,143,29,115,0.0540,0.1702,1.6350,0.0001854,30:16:40.000,02/22/2019 13:03:45
8366,CC_Chg,143,29,115,0.0540,0.1723,1.6500,0.0001879,30:33:20.000,02/22/2019 13:20:25
8367,CC_Chg,143,29,115,0.0540,0.1745,1.6650,0.0001905,30:50:00.000,02/22/2019 13:37:05
8368,CC_Chg,143,29,115,0.0540,0.1770,1.6800,0.0001932,31:06:40.000,02/22/2019 13:53:45
8369,CC_Chg,143,29,115,0.0540,0.1804,1.6950,0.0001958,31:23:20.000,02/22/2019 14:10:25
8370,CC_Chg,143,29,115,0.0540,0.1838,1.7100,0.0001986,31:40:00.000,02/22/2019 14:27:05
8371,CC_Chg,143,29,115,0.0540,0.1878,1.7250,0.0002014,31:56:40.000,02/22/2019 14:43:45
8372,CC_Chg,143,29,115,0.0540,0.1919,1.7400,0.0002042,32:13:20.000,02/22/2019 15:00:25
8373,CC_Chg,143,29,115,0.0540,0.1959,1.7550,0.0002071,32:30:00.000,02/22/2019 15:17:05
8374,CC_Chg,143,29,115,0.0540,0.1999,1.7700,0.0002101,32:46:40.000,02/22/2019 15:33:45
8375,CC_Chg,143,29,115,0.0540,0.2049,1.7850,0.0002131,33:03:20.000,02/22/2019 15:50:25
8376,CC_Chg,143,29,115,0.0540,0.2111,1.8000,0.0002162,33:20:00.000,02/22/2019 16:07:05
8377,CC_Chg,143,29,115,0.0540,0.2176,1.8150,0.0002195,33:36:40.000,02/22/2019 16:23:45
8378,CC_Chg,143,29,115,0.0540,0.2213,1.8300,0.0002228,33:53:20.000,02/22/2019 16:40:25
8379,CC_Chg,143,29,115,0.0540,0.2232,1.8450,0.0002261,34:10:00.000,02/22/2019 16:57:05
8380,CC_Chg,143,29,115,0.0540,0.2244,1.8600,0.0002294,34:26:40.000,02/22/2019 17:13:45
8381,CC_Chg,143,29,115,0.0540,0.2263,1.8750,0.0002328,34:43:20.000,02/22/2019 17:30:25
8382,CC_Chg,143,29,115,0.0540,0.2281,1.8900,0.0002362,35:00:00.000,02/22/2019 17:47:05
8383,CC_Chg,143,29,115,0.0540,0.2303,1.9050,0.0002397,35:16:40.000,02/22/2019 18:03:45
8384,CC_Chg,143,29,115,0.0540,0.2334,1.9200,0.0002431,35:33:20.000,02/22/2019 18:20:25
8385,CC_Chg,143,29,115,0.0540,0.2380,1.9350,0.0002467,35:50:00.000,02/22/2019 18:37:05
8386,CC_Chg,143,29,115,0.0540,0.2473,1.9500,0.0002503,36:06:40.000,02/22/2019 18:53:45
8387,CC_Chg,143,29,115,0.0540,0.2678,1.9650,0.0002542,36:23:20.000,02/22/2019 19:10:25
8388,CC_Chg,143,29,115,0.0540,0.2954,1.9800,0.0002584,36:40:00.000,02/22/2019 19:27:05
8389,CC_Chg,143,29,115,0.0540,0.3283,1.9950,0.0002631,36:56:40.000,02/22/2019 19:43:45
8390,CC_Chg,143,29,115,0.0540,0.3664,2.0100,0.0002683,37:13:20.000,02/22/2019 20:00:25
8391,CC_Chg,143,29,115,0.0540,0.4120,2.0250,0.0002741,37:30:00.000,02/22/2019 20:17:05
8392,CC_Chg,143,29,115,0.0540,0.4675,2.0400,0.0002807,37:46:40.000,02/22/2019 20:33:45
8393,CC_Chg,143,29,115,0.0540,0.5381,2.0550,0.0002882,38:03:20.000,02/22/2019 20:50:25
8394,CC_Chg,143,29,115,0.0540,0.6349,2.0700,0.0002969,38:20:00.000,02/22/2019 21:07:05
8395,CC_Chg,143,29,115,0.0540,0.7914,2.0850,0.0003075,38:36:40.000,02/22/2019 21:23:45
8396,CC_Chg,143,29,115,0.0540,1.0518,2.1000,0.0003212,38:53:20.000,02/22/2019 21:40:25
8397,CC_Chg,143,29,115,0.0540,1.4893,2.1150,0.0003398,39:10:00.000,02/22/2019 21:57:05
8398,CC_Chg,143,29,115,0.0540,1.5001,2.1153,0.0003403,39:10:19.600,02/22/2019 21:57:24
8399,Rest,144,29,116,0.0000,1.4989,0.0000,0.0000000,0:00:00.000,02/22/2019 21:57:24
8400,Rest,144,29,116,0.0000,1.3144,0.0000,0.0000000,0:15:00.000,02/22/2019 22:12:24
8401,CC_DChg,146,30,117,-0.0539,1.3138,0.0000,0.0000000,0:00:00.000,02/22/2019 22:12:24
8402,CC_DChg,146,30,117,-0.0540,0.8835,0.0150,0.0000158,0:16:40.000,02/22/2019 22:29:04
8403,CC_DChg,146,30,117,-0.0540,0.6777,0.0300,0.0000274,0:33:20.000,02/22/2019 22:45:44
8404,CC_DChg,146,30,117,-0.0540,0.5654,0.0450,0.0000366,0:50:00.000,02/22/2019 23:02:24
8405,CC_DChg,146,30,117,-0.0540,0.4854,0.0600,0.0000445,1:06:40.000,02/22/2019 23:19:04
8406,CC_DChg,146,30,117,-0.0540,0.4250,0.0750,0.0000513,1:23:20.000,02/22/2019 23:35:44
8407,CC_DChg,146,30,117,-0.0540,0.3760,0.0900,0.0000573,1:40:00.000,02/22/2019 23:52:24
8408,CC_DChg,146,30,117,-0.0540,0.3348,0.1050,0.0000626,1:56:40.000,02/23/2019 00:09:04
8409,CC_DChg,146,30,117,-0.0540,0.3000,0.1200,0.0000673,2:13:20.000,02/23/2019 00:25:44
8410,CC_DChg,146,30,117,-0.0540,0.2703,0.1350,0.0000716,2:30:00.000,02/23/2019 00:42:24
8411,CC_DChg,146,30,117,-0.0540,0.2442,0.1500,0.0000755,2:46:40.000,02/23/2019 00:59:04
8412,CC_DChg,146,30,117,-0.0540,0.2229,0.1650,0.0000790,3:03:20.000,02/23/2019 01:15:44
8413,CC_DChg,146,30,117,-0.0540,0.2101,0.1800,0.0000822,3:20:00.000,02/23/2019 01:32:24
8414,CC_DChg,146,30,117,-0.0540,0.2067,0.1950,0.0000853,3:36:40.000,02/23/2019 01:49:04
8415,CC_DChg,146,30,117,-0.0540,0.2055,0.2100,0.0000884,3:53:20.000,02/23/2019 02:05:44
8416,CC_DChg,146,30,117,-0.0540,0.2039,0.2250,0.0000915,4:10:00.000,02/23/2019 02:22:24
8417,CC_DChg,146,30,117,-0.0540,0.2027,0.2400,0.0000945,4:26:40.000,02/23/2019 02:39:04
8418,CC_DChg,146,30,117,-0.0540,0.2005,0.2550,0.0000975,4:43:20.000,02/23/2019 02:55:44
